G,is_sparse,num_params,num_ops,time
1,True,4.231976000000001,1152.614912,5.4738796875
1,False,4.231976000000001,1152.614912,4.752798828125
2,True,2.790183999999998,818.643456,5.487533984375
4,True,2.069288,651.657728,5.47910625
8,True,1.7088400000000004,568.164864,5.677921875
16,True,1.5286160000000004,526.418464,5.501223828125
32,True,1.4385040000000004,505.545248,5.486410156250001
64,True,1.3934480000000002,495.10864,5.65943046875
